Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"[Vitamin D Supplementation in Older Adults: is the Hype Definitely Over?]","/pubmed/31350741","Bischoff-Ferrari HA.","Dtsch Med Wochenschr. 2019 Aug;144(15):1018-1021. doi: 10.1055/a-0851-9737. Epub 2019 Jul 26. German. ","Dtsch Med Wochenschr.  2019","PubMed","citation","PMID:31350741","pubmed","31350741","create date:2019/07/28 | first author:Bischoff-Ferrari HA",
"Prevention and treatment of uncomplicated lower urinary tract infections in the era of increasing antimicrobial resistance-non-antibiotic approaches: a systemic review.","/pubmed/31350663","Wawrysiuk S, Naber K, Rechberger T, Miotla P.","Arch Gynecol Obstet. 2019 Jul 26. doi: 10.1007/s00404-019-05256-z. [Epub ahead of print] Review.","Arch Gynecol Obstet.  2019","PubMed","citation","PMID:31350663","pubmed","31350663","create date:2019/07/28 | first author:Wawrysiuk S",
"Stroboscopic assessment of unilateral vocal fold paralysis: a systematic review.","/pubmed/31350599","Bakhsh Z, Crevier-Buchman L.","Eur Arch Otorhinolaryngol. 2019 Jul 26. doi: 10.1007/s00405-019-05562-x. [Epub ahead of print] Review.","Eur Arch Otorhinolaryngol.  2019","PubMed","citation","PMID:31350599","pubmed","31350599","create date:2019/07/28 | first author:Bakhsh Z",
"Antithrombotic therapy in the early phase of NSTE-ACS: a systematic review and meta-analysis.","/pubmed/31350546","Galli M, Andreotti F, D'Amario D, Vergallo R, Vescovo GM, Giraldi L, Migliaro S, Ameri P, Porto I, Crea F.","Eur Heart J Cardiovasc Pharmacother. 2019 Jul 27. pii: pvz031. doi: 10.1093/ehjcvp/pvz031. [Epub ahead of print]","Eur Heart J Cardiovasc Pharmacother.  2019","PubMed","citation","PMID:31350546","pubmed","31350546","create date:2019/07/28 | first author:Galli M",
"A rapid review of barriers to oral healthcare for vulnerable people.","/pubmed/31350500","El-Yousfi S, Jones K, White S, Marshman Z.","Br Dent J. 2019 Jul;227(2):143-151. doi: 10.1038/s41415-019-0529-7.","Br Dent J.  2019","PubMed","citation","PMID:31350500","pubmed","31350500","create date:2019/07/28 | first author:El-Yousfi S",
"Key determinants of health and wellbeing of dentists within the UK: a rapid review of over two decades of research.","/pubmed/31350498","Salazar FBC, Sipiyaruk K, White S, Gallagher JE.","Br Dent J. 2019 Jul;227(2):127-136. doi: 10.1038/s41415-019-0485-2.","Br Dent J.  2019","PubMed","citation","PMID:31350498","pubmed","31350498","create date:2019/07/28 | first author:Salazar FBC",
"Heart failure risk predictions in adult patients with congenital heart disease: a systematic review.","/pubmed/31350277","Wang F, Harel-Sterling L, Cohen S, Liu A, Brophy JM, Paradis G, Marelli AJ.","Heart. 2019 Jul 26. pii: heartjnl-2019-314977. doi: 10.1136/heartjnl-2019-314977. [Epub ahead of print] Review.","Heart.  2019","PubMed","citation","PMID:31350277","pubmed","31350277","create date:2019/07/28 | first author:Wang F",
"Subclinical thyroid dysfunction and depressive symptoms: protocol for a systematic review and individual participant data meta-analysis of prospective cohort studies.","/pubmed/31350252","Wildisen L, Moutzouri E, Beglinger S, Syrogiannouli L, Cappola AR, Åsvold BO, Bakker SJL, Ceresini G, Dullaart R, Ferrucci L, Grabe H, Jukema JW, Nauck M, Trompet S, Völzke H, Westendorp RGJ, Gussekloo J, Peeters RP, Klöppel S, Aujesky D, Bauer DC, Rodondi N, et al.","BMJ Open. 2019 Jul 26;9(7):e029716. doi: 10.1136/bmjopen-2019-029716.","BMJ Open.  2019","PubMed","citation","PMID:31350252","pubmed","31350252","create date:2019/07/28 | first author:Wildisen L",
"Pharmacological interventions for the prevention of fetal growth restriction: protocol for a systematic review and network meta-analysis.","/pubmed/31350249","Bettiol A, Lombardi N, Crescioli G, Avagliano L, Mugelli A, Ravaldi C, Vannacci A.","BMJ Open. 2019 Jul 26;9(7):e029467. doi: 10.1136/bmjopen-2019-029467.","BMJ Open.  2019","PubMed","citation","PMID:31350249","pubmed","31350249","create date:2019/07/28 | first author:Bettiol A",
"Effect of Baduanjin exercise on patients with chronic heart failure: protocol for a systematic review and meta-analysis.","/pubmed/31350246","Li J, Yu F, Huang N, Lu J, Xu W, Liu N.","BMJ Open. 2019 Jul 26;9(7):e028771. doi: 10.1136/bmjopen-2018-028771.","BMJ Open.  2019","PubMed","citation","PMID:31350246","pubmed","31350246","create date:2019/07/28 | first author:Li J",
"Protocol for a systematic scoping review of reasons given to justify the performance of randomised controlled trials.","/pubmed/31350242","Dewar B, Fedyk M, Jurkovic L, Chevrier S, Rodriguez R, Kitto SC, Saginur R, Shamy M.","BMJ Open. 2019 Jul 26;9(7):e027575. doi: 10.1136/bmjopen-2018-027575.","BMJ Open.  2019","PubMed","citation","PMID:31350242","pubmed","31350242","create date:2019/07/28 | first author:Dewar B",
"Review of Surgical Education Research Trends in North America.","/pubmed/31350223","Palmquist E, Ricard C, Chen L.","J Surg Educ. 2019 Jul 23. pii: S1931-7204(19)30356-3. doi: 10.1016/j.jsurg.2019.06.014. [Epub ahead of print]","J Surg Educ.  2019","PubMed","citation","PMID:31350223","pubmed","31350223","create date:2019/07/28 | first author:Palmquist E",
"Vaccine schedules and the effect on humoral and intestinal immunity against poliovirus: a systematic review and network meta-analysis.","/pubmed/31350192","Macklin GR, Grassly NC, Sutter RW, Mach O, Bandyopadhyay AS, Edmunds WJ, O'Reilly KM.","Lancet Infect Dis. 2019 Jul 23. pii: S1473-3099(19)30301-9. doi: 10.1016/S1473-3099(19)30301-9. [Epub ahead of print]","Lancet Infect Dis.  2019","PubMed","citation","PMID:31350192","pubmed","31350192","create date:2019/07/28 | first author:Macklin GR",
"[Lack of information and provision of information at the workplace as potential reasons for inappropriate antibiotic therapy in Germany].","/pubmed/31350190","Neugebauer M, Ebert M, Vogelmann R.","Z Evid Fortbild Qual Gesundhwes. 2019 Jul 23. pii: S1865-9217(19)30078-9. doi: 10.1016/j.zefq.2019.06.002. [Epub ahead of print] German. ","Z Evid Fortbild Qual Gesundhwes.  2019","PubMed","citation","PMID:31350190","pubmed","31350190","create date:2019/07/28 | first author:Neugebauer M",
"Increased Spot Urine Albumin-to-Creatinine Ratio and Stroke Incidence: A Systematic Review and Meta-Analysis.","/pubmed/31350166","Huang R, Chen X.","J Stroke Cerebrovasc Dis. 2019 Jul 23:104260. doi: 10.1016/j.jstrokecerebrovasdis.2019.06.018. [Epub ahead of print] Review.","J Stroke Cerebrovasc Dis.  2019","PubMed","citation","PMID:31350166","pubmed","31350166","create date:2019/07/28 | first author:Huang R",
"Calcium Administration During Weaning From Cardiopulmonary Bypass: A Narrative Literature Review.","/pubmed/31350149","Lomivorotov VV, Leonova EA, Belletti A, Shmyrev VA, Landoni G.","J Cardiothorac Vasc Anesth. 2019 Jun 17. pii: S1053-0770(19)30569-5. doi: 10.1053/j.jvca.2019.06.016. [Epub ahead of print] Review.","J Cardiothorac Vasc Anesth.  2019","PubMed","citation","PMID:31350149","pubmed","31350149","create date:2019/07/28 | first author:Lomivorotov VV",
"Distal Peroneus Longus Dislocation and Pseudohypertrophy of the Peroneal Tubercle: A Systematic Review.","/pubmed/31350138","Lohrer H.","J Foot Ankle Surg. 2019 Jul 24. pii: S1067-2516(19)30014-6. doi: 10.1053/j.jfas.2019.01.011. [Epub ahead of print] Review.","J Foot Ankle Surg.  2019","PubMed","citation","PMID:31350138","pubmed","31350138","create date:2019/07/28 | first author:Lohrer H",
"Surgical management of chronic high-grade acromioclavicular joint dislocations: a systematic review.","/pubmed/31350107","Borbas P, Churchill J, Ek ET.","J Shoulder Elbow Surg. 2019 Jul 23. pii: S1058-2746(19)30181-8. doi: 10.1016/j.jse.2019.03.005. [Epub ahead of print] Review.","J Shoulder Elbow Surg.  2019","PubMed","citation","PMID:31350107","pubmed","31350107","create date:2019/07/28 | first author:Borbas P",
"A systematic review and meta-analysis of predictors of recurrence in patients with Solid Pseudopapillary Tumors of the Pancreas.","/pubmed/31350105","Yepuri N, Naous R, Meier AH, Cooney RN, Kittur D, Are C, Jain A, Dhir M.","HPB (Oxford). 2019 Jul 23. pii: S1365-182X(19)30592-1. doi: 10.1016/j.hpb.2019.06.005. [Epub ahead of print] Review.","HPB (Oxford).  2019","PubMed","citation","PMID:31350105","pubmed","31350105","create date:2019/07/28 | first author:Yepuri N",
"Comparison of early postoperative results between robot-assisted and laparoscopic splenectomy for non-traumatic splenic diseases rather than portal hypertensive hypersplenism-a meta-analysis.","/pubmed/31350089","Peng F, Lai L, Luo M, Su S, Zhang M, He K, Xia X, He P.","Asian J Surg. 2019 Jul 23. pii: S1015-9584(19)30371-9. doi: 10.1016/j.asjsur.2019.07.010. [Epub ahead of print] Review.","Asian J Surg.  2019","PubMed","citation","PMID:31350089","pubmed","31350089","create date:2019/07/28 | first author:Peng F",
"Urgent need for standardised guidelines for reporting healthcare costs in ICUs - Results of an integrative review of costing methodologies.","/pubmed/31350065","Ricci de Araújo T, Papathanassoglou E, Gonçalves Menegueti M, Auxiliadora-Martins M, Grespan Bonacim CA, Lessa do Valle ME, Laus AM.","Intensive Crit Care Nurs. 2019 Jul 23. pii: S0964-3397(18)30291-X. doi: 10.1016/j.iccn.2019.07.005. [Epub ahead of print] Review.","Intensive Crit Care Nurs.  2019","PubMed","citation","PMID:31350065","pubmed","31350065","create date:2019/07/28 | first author:Ricci de Araújo T",
"Surgical treatment and major complications within the first year of life in newborns with long-gap esophageal atresia gross type A and B - a systematic review.","/pubmed/31350044","Stadil T, Koivusalo A, Svensson JF, Jönsson L, Lilja HE, Thorup JM, Sæter T, Stenström P, Qvist N.","J Pediatr Surg. 2019 Jun 27. pii: S0022-3468(19)30443-9. doi: 10.1016/j.jpedsurg.2019.06.017. [Epub ahead of print] Review.","J Pediatr Surg.  2019","PubMed","citation","PMID:31350044","pubmed","31350044","create date:2019/07/28 | first author:Stadil T",
"Benefits of 3D printing applications in jaw reconstruction: A systematic review and meta-analysis.","/pubmed/31350034","Serrano C, van den Brink H, Pineau J, Prognon P, Martelli N.","J Craniomaxillofac Surg. 2019 Jun 25. pii: S1010-5182(19)30072-1. doi: 10.1016/j.jcms.2019.06.008. [Epub ahead of print] Review.","J Craniomaxillofac Surg.  2019","PubMed","citation","PMID:31350034","pubmed","31350034","create date:2019/07/28 | first author:Serrano C",
"Telemedicine and telementoring in the surgical specialties: A narrative review.","/pubmed/31350010","Huang EY, Knight S, Guetter CR, Davis CH, Moller M, Slama E, Crandall M.","Am J Surg. 2019 Jul 18. pii: S0002-9610(19)30129-1. doi: 10.1016/j.amjsurg.2019.07.018. [Epub ahead of print]","Am J Surg.  2019","PubMed","citation","PMID:31350010","pubmed","31350010","create date:2019/07/28 | first author:Huang EY",
"A meta-analysis of morbidity and mortality in primary cytoreductive surgery compared to neoadjuvant chemotherapy in advanced ovarian malignancy.","/pubmed/31349996","Bartels HC, Rogers AC, McSharry V, McVey R, Walsh T, O'Brien D, Boyd WD, Brennan DJ.","Gynecol Oncol. 2019 Jul 23. pii: S0090-8258(19)31397-6. doi: 10.1016/j.ygyno.2019.07.011. [Epub ahead of print] Review.","Gynecol Oncol.  2019","PubMed","citation","PMID:31349996","pubmed","31349996","create date:2019/07/28 | first author:Bartels HC",
"Why exercise may be beneficial in concussion rehabilitation: A cellular perspective.","/pubmed/31349959","Dech RT, Bishop SA, Neary JP.","J Sci Med Sport. 2019 Jul 2. pii: S1440-2440(18)30867-3. doi: 10.1016/j.jsams.2019.06.007. [Epub ahead of print] Review.","J Sci Med Sport.  2019","PubMed","citation","PMID:31349959","pubmed","31349959","create date:2019/07/28 | first author:Dech RT",
"Distribution and age of onset of psychopathological risk in a cohort of children with Down syndrome in developmental age.","/pubmed/31349869","Marino M, Scala I, Scicolone O, Strisciuglio P, Bravaccio C.","Ital J Pediatr. 2019 Jul 26;45(1):92. doi: 10.1186/s13052-019-0672-4.","Ital J Pediatr.  2019","PubMed","citation","PMID:31349869","pubmed","31349869","create date:2019/07/28 | first author:Marino M",
"Diagnostic accuracy of optical coherence tomography angiography for choroidal neovascularization: a systematic review and meta-analysis.","/pubmed/31349806","Wang R, Liang Z, Liu X.","BMC Ophthalmol. 2019 Jul 26;19(1):162. doi: 10.1186/s12886-019-1163-5.","BMC Ophthalmol.  2019","PubMed","citation","PMID:31349806","pubmed","31349806","create date:2019/07/28 | first author:Wang R",
"Methodological steps used by authors of systematic reviews and meta-analyses of clinical trials: a cross-sectional study.","/pubmed/31349805","Giang HTN, Ahmed AM, Fala RY, Khattab MM, Othman MHA, Abdelrahman SAM, Thao LP, Gabl AEAE, Elrashedy SA, Lee PN, Hirayama K, Salem H, Huy NT.","BMC Med Res Methodol. 2019 Jul 26;19(1):164. doi: 10.1186/s12874-019-0780-2.","BMC Med Res Methodol.  2019","PubMed","citation","PMID:31349805","pubmed","31349805","create date:2019/07/28 | first author:Giang HTN",
"Meta-analysis of the effects of overexpression of WRKY transcription factors on plant responses to drought stress.","/pubmed/31349781","Guo Y, Ping W, Chen J, Zhu L, Zhao Y, Guo J, Huang Y.","BMC Genet. 2019 Jul 26;20(1):63. doi: 10.1186/s12863-019-0766-4.","BMC Genet.  2019","PubMed","citation","PMID:31349781","pubmed","31349781","create date:2019/07/28 | first author:Guo Y",
"Meta-analysis of antithrombotic therapy with new oral anticoagulants in patients with atrial fibrillation after percutaneous coronary intervention.","/pubmed/31349774","Siddiqi R, Yamani N, Alnaimat S, Khurshid A, Siddiqui S, Khan MS, Khan SU.","Eur J Prev Cardiol. 2019 Jul 26:2047487319865048. doi: 10.1177/2047487319865048. [Epub ahead of print] No abstract available. ","Eur J Prev Cardiol.  2019","PubMed","citation","PMID:31349774","pubmed","31349774","create date:2019/07/28 | first author:Siddiqi R",
"Adverse Drug Reactions in Norway: A Systematic Review.","/pubmed/31349705","Vaismoradi M, Logan PA, Jordan S, Sletvold H.","Pharmacy (Basel). 2019 Jul 25;7(3). pii: E102. doi: 10.3390/pharmacy7030102. Review.","Pharmacy (Basel).  2019","PubMed","citation","PMID:31349705","pubmed","31349705","create date:2019/07/28 | first author:Vaismoradi M",
"Clinical Effectiveness and Cost-Effectiveness of Oral-Health Promotion in Dental Caries Prevention among Children: Systematic Review and Meta-Analysis.","/pubmed/31349691","Fraihat N, Madae'en S, Bencze Z, Herczeg A, Varga O.","Int J Environ Res Public Health. 2019 Jul 25;16(15). pii: E2668. doi: 10.3390/ijerph16152668. Review.","Int J Environ Res Public Health.  2019","PubMed","citation","PMID:31349691","pubmed","31349691","create date:2019/07/28 | first author:Fraihat N",
"Acute Effects of Nutritive and Non-Nutritive Sweeteners on Postprandial Blood Pressure.","/pubmed/31349678","Pham H, Phillips LK, Jones KL.","Nutrients. 2019 Jul 25;11(8). pii: E1717. doi: 10.3390/nu11081717. Review.","Nutrients.  2019","PubMed","citation","PMID:31349678","pubmed","31349678","create date:2019/07/28 | first author:Pham H",
"Efficacy of Polyunsaturated Fatty Acids on Inflammatory Markers in Patients Undergoing Dialysis: A Systematic Review with Network Meta-Analysis of Randomized Clinical Trials.","/pubmed/31349671","Wu PK, Yeh SC, Li SJ, Kang YN.","Int J Mol Sci. 2019 Jul 25;20(15). pii: E3645. doi: 10.3390/ijms20153645. Review.","Int J Mol Sci.  2019","PubMed","citation","PMID:31349671","pubmed","31349671","create date:2019/07/28 | first author:Wu PK",
"Prognostic Value of miRNAs in Head and Neck Cancers: A Comprehensive Systematic and Meta-Analysis.","/pubmed/31349668","Kumarasamy C, Madhav MR, Sabarimurugan S, Krishnan S, Baxi S, Gupta A, Gothandam KM, Jayaraj R.","Cells. 2019 Jul 25;8(8). pii: E772. doi: 10.3390/cells8080772.","Cells.  2019","PubMed","citation","PMID:31349668","pubmed","31349668","create date:2019/07/28 | first author:Kumarasamy C",
"The Role of Muscle Mass Gain Following Protein Supplementation Plus Exercise Therapy in Older Adults with Sarcopenia and Frailty Risks: A Systematic Review and Meta-Regression Analysis of Randomized Trials.","/pubmed/31349606","Liao CD, Chen HC, Huang SW, Liou TH.","Nutrients. 2019 Jul 25;11(8). pii: E1713. doi: 10.3390/nu11081713. Review.","Nutrients.  2019","PubMed","citation","PMID:31349606","pubmed","31349606","create date:2019/07/28 | first author:Liao CD",
"Herb-Induced Liver Injury: Phylogenetic Relationship, Structure-Toxicity Relationship, and Herb-Ingredient Network Analysis.","/pubmed/31349548","He S, Zhang C, Zhou P, Zhang X, Ye T, Wang R, Sun G, Sun X.","Int J Mol Sci. 2019 Jul 25;20(15). pii: E3633. doi: 10.3390/ijms20153633. Review.","Int J Mol Sci.  2019","PubMed","citation","PMID:31349548","pubmed","31349548","create date:2019/07/28 | first author:He S",
"MetaInsight: An interactive web-based tool for analyzing, interrogating and visualizing network meta-analyses using R-shiny and netmeta.","/pubmed/31349391","Owen RK, Bradbury N, Xin Y, Cooper N, Sutton A.","Res Synth Methods. 2019 Jul 26. doi: 10.1002/jrsm.1373. [Epub ahead of print]","Res Synth Methods.  2019","PubMed","citation","PMID:31349391","pubmed","31349391","create date:2019/07/28 | first author:Owen RK",
"Efficacy and Safety of the Use of Pulmonary Arterial Hypertension Pharmacotherapy in Patients with Pulmonary Hypertension Secondary to Left Heart Disease: A Systematic Review.","/pubmed/31349390","Kido K, Coons JC.","Pharmacotherapy. 2019 Jul 26. doi: 10.1002/phar.2314. [Epub ahead of print]","Pharmacotherapy.  2019","PubMed","citation","PMID:31349390","pubmed","31349390","create date:2019/07/28 | first author:Kido K",
