Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The Effect of Whole-Grain Intake on Biomarkers of Subclinical Inflammation: A Comprehensive Meta-analysis of Randomized Controlled Trials.","/pubmed/31301131","Rahmani S, Sadeghi O, Sadeghian M, Sadeghi N, Larijani B, Esmaillzadeh A.","Adv Nutr. 2019 Jul 13. pii: nmz063. doi: 10.1093/advances/nmz063. [Epub ahead of print]","Adv Nutr.  2019","PubMed","citation","PMID:31301131","pubmed","31301131","create date:2019/07/14 | first author:Rahmani S",
"How older people enact care involvement during transition from hospital to home: A systematic review and model.","/pubmed/31301114","Murray J, Hardicre N, Birks Y, O'Hara J, Lawton R.","Health Expect. 2019 Jul 13. doi: 10.1111/hex.12930. [Epub ahead of print] Review.","Health Expect.  2019","PubMed","citation","PMID:31301114","pubmed","31301114","create date:2019/07/14 | first author:Murray J",
"MicroRNA-125b in vascular diseases: An updated systematic review of pathogenetic implications and clinical applications.","/pubmed/31301111","Chao CT, Yeh HY, Yuan TH, Chiang CK, Chen HW.","J Cell Mol Med. 2019 Jul 13. doi: 10.1111/jcmm.14535. [Epub ahead of print] Review.","J Cell Mol Med.  2019","PubMed","citation","PMID:31301111","pubmed","31301111","create date:2019/07/14 | first author:Chao CT",
"Efficacy and safety of adjuvant endocrine therapy in premenopausal patients with early-stage hormone receptor-positive breast cancer: A meta-analysis of randomized controlled trials.","/pubmed/31301082","Wei F, Chen W, Lin X.","Breast J. 2019 Jul 12. doi: 10.1111/tbj.13465. [Epub ahead of print] No abstract available. ","Breast J.  2019","PubMed","citation","PMID:31301082","pubmed","31301082","create date:2019/07/14 | first author:Wei F",
"Dietary roughage sources affect lactating Holstein x Zebu cows under experimental conditions in Brazil: a meta-analysis.","/pubmed/31301039","Alessio DRM, Velho JP, Tambara AAC, de Oliveira Gomes IP, Knob DA, Haygert-Velho IMP, Busanello M, Thaler Neto A.","Trop Anim Health Prod. 2019 Jul 12. doi: 10.1007/s11250-019-02005-x. [Epub ahead of print]","Trop Anim Health Prod.  2019","PubMed","citation","PMID:31301039","pubmed","31301039","create date:2019/07/14 | first author:Alessio DRM",
"Sunitinib for Metastatic Renal Cell Carcinoma: A Systematic Review and Meta-Analysis of Real-World and Clinical Trials Data.","/pubmed/31301015","Moran M, Nickens D, Adcock K, Bennetts M, Desscan A, Charnley N, Fife K.","Target Oncol. 2019 Jul 12. doi: 10.1007/s11523-019-00653-5. [Epub ahead of print] Review.","Target Oncol.  2019","PubMed","citation","PMID:31301015","pubmed","31301015","create date:2019/07/14 | first author:Moran M",
"The impact of microbiome in urological diseases: a systematic review.","/pubmed/31301004","Li JKM, Chiu PKF, Ng CF.","Int Urol Nephrol. 2019 Jul 12. doi: 10.1007/s11255-019-02225-y. [Epub ahead of print] Review.","Int Urol Nephrol.  2019","PubMed","citation","PMID:31301004","pubmed","31301004","create date:2019/07/14 | first author:Li JKM",
"A Systematic Review and Meta-Analysis of the Diagnostic Performance of BRAF V600E Immunohistochemistry in Thyroid Histopathology.","/pubmed/31300997","Singarayer R, Mete O, Perrier L, Thabane L, Asa SL, Van Uum S, Ezzat S, Goldstein DP, Sawka AM.","Endocr Pathol. 2019 Jul 12. doi: 10.1007/s12022-019-09585-2. [Epub ahead of print]","Endocr Pathol.  2019","PubMed","citation","PMID:31300997","pubmed","31300997","create date:2019/07/14 | first author:Singarayer R",
"Systematic review and meta-analysis of the association between smoking and the incidence of frailty.","/pubmed/31300971","Amiri S, Behnezhad S.","Neuropsychiatr. 2019 Jul 12. doi: 10.1007/s40211-019-0315-4. [Epub ahead of print] Review.","Neuropsychiatr.  2019","PubMed","citation","PMID:31300971","pubmed","31300971","create date:2019/07/14 | first author:Amiri S",
"The Relationship Between Serum Copper and Overweight/Obesity: a Meta-analysis.","/pubmed/31300957","Gu K, Li X, Xiang W, Jiang X.","Biol Trace Elem Res. 2019 Jul 12. doi: 10.1007/s12011-019-01803-6. [Epub ahead of print] Review.","Biol Trace Elem Res.  2019","PubMed","citation","PMID:31300957","pubmed","31300957","create date:2019/07/14 | first author:Gu K",
"Incidence, Risk Factors, and Outcomes of Ventilator-Associated Pneumonia Traumatic Brain Injury: A Meta-analysis.","/pubmed/31300956","Li Y, Liu C, Xiao W, Song T, Wang S.","Neurocrit Care. 2019 Jul 12. doi: 10.1007/s12028-019-00773-w. [Epub ahead of print] Review.","Neurocrit Care.  2019","PubMed","citation","PMID:31300956","pubmed","31300956","create date:2019/07/14 | first author:Li Y",
"Prevalence of Cerebral Palsy in Indian Children: A Systematic Review and Meta-Analysis.","/pubmed/31300955","Chauhan A, Singh M, Jaiswal N, Agarwal A, Sahu JK, Singh M.","Indian J Pediatr. 2019 Jul 13. doi: 10.1007/s12098-019-03024-0. [Epub ahead of print]","Indian J Pediatr.  2019","PubMed","citation","PMID:31300955","pubmed","31300955","create date:2019/07/14 | first author:Chauhan A",
"Epigenetic Mechanisms of Pancreatobiliary Fibrosis.","/pubmed/31300946","Aseem SO, Huebert RC.","Curr Treat Options Gastroenterol. 2019 Jul 12. doi: 10.1007/s11938-019-00239-0. [Epub ahead of print] Review.","Curr Treat Options Gastroenterol.  2019","PubMed","citation","PMID:31300946","pubmed","31300946","create date:2019/07/14 | first author:Aseem SO",
"Gambling Research and Funding Biases.","/pubmed/31300931","Shaffer PM, Ladouceur R, Williams PM, Wiley RC, Blaszczynski A, Shaffer HJ.","J Gambl Stud. 2019 Jul 12. doi: 10.1007/s10899-019-09875-8. [Epub ahead of print]","J Gambl Stud.  2019","PubMed","citation","PMID:31300931","pubmed","31300931","create date:2019/07/14 | first author:Shaffer PM",
"Exploring the role of music therapy in multiple sclerosis: brief updates from research to clinical practice.","/pubmed/31300912","Vinciguerra C, De Stefano N, Federico A.","Neurol Sci. 2019 Jul 12. doi: 10.1007/s10072-019-04007-x. [Epub ahead of print]","Neurol Sci.  2019","PubMed","citation","PMID:31300912","pubmed","31300912","create date:2019/07/14 | first author:Vinciguerra C",
"Case-finding for common mental disorders in primary care using routinely collected data: a systematic review.","/pubmed/31300893","Larvin H, Peckham E, Prady SL.","Soc Psychiatry Psychiatr Epidemiol. 2019 Jul 12. doi: 10.1007/s00127-019-01744-4. [Epub ahead of print] Review.","Soc Psychiatry Psychiatr Epidemiol.  2019","PubMed","citation","PMID:31300893","pubmed","31300893","create date:2019/07/14 | first author:Larvin H",
"Dual iliac screws in spinopelvic fixation: a systematic review.","/pubmed/31300882","Bourghli A, Boissiere L, Obeid I.","Eur Spine J. 2019 Jul 12. doi: 10.1007/s00586-019-06065-3. [Epub ahead of print] Review.","Eur Spine J.  2019","PubMed","citation","PMID:31300882","pubmed","31300882","create date:2019/07/14 | first author:Bourghli A",
"Exercise on quality of life and cancer-related fatigue for lymphoma survivors: a systematic review and meta-analysis.","/pubmed/31300873","Liu L, He X, Feng L.","Support Care Cancer. 2019 Jul 12. doi: 10.1007/s00520-019-04983-y. [Epub ahead of print] Review.","Support Care Cancer.  2019","PubMed","citation","PMID:31300873","pubmed","31300873","create date:2019/07/14 | first author:Liu L",
"Laboratory-based versus qualitative assessment of α-defensin in periprosthetic hip and knee infections: a systematic review and meta-analysis.","/pubmed/31300864","Balato G, de Matteo V, Ascione T, Di Donato SL, De Franco C, Smeraglia F, Baldini A, Mariconda M.","Arch Orthop Trauma Surg. 2019 Jul 12. doi: 10.1007/s00402-019-03232-5. [Epub ahead of print] Review.","Arch Orthop Trauma Surg.  2019","PubMed","citation","PMID:31300864","pubmed","31300864","create date:2019/07/14 | first author:Balato G",
"[The working time load of specialists and senior physicians in German urology-a critical assessment].","/pubmed/31300861","Struck JP, Stahl L, Braun M, Homberg R, Schönberger M, Westphal J, Salem J.","Urologe A. 2019 Jul 12. doi: 10.1007/s00120-019-0997-z. [Epub ahead of print] German. ","Urologe A.  2019","PubMed","citation","PMID:31300861","pubmed","31300861","create date:2019/07/14 | first author:Struck JP",
"Estimating the optimal dose of flupentixol decanoate in the maintenance treatment of schizophrenia-a systematic review of the literature.","/pubmed/31300829","Bailey L, Taylor D.","Psychopharmacology (Berl). 2019 Jul 12. doi: 10.1007/s00213-019-05311-2. [Epub ahead of print] Review.","Psychopharmacology (Berl).  2019","PubMed","citation","PMID:31300829","pubmed","31300829","create date:2019/07/14 | first author:Bailey L",
"Dietary factors and diabetes-related health outcomes in patients with type 2 diabetes: protocol for a systematic review and meta-analysis of prospective observational studies.","/pubmed/31300497","Barbaresko J, Neuenschwander M, Schwingshackl L, Schlesinger S.","BMJ Open. 2019 Jul 11;9(7):e027298. doi: 10.1136/bmjopen-2018-027298.","BMJ Open.  2019","PubMed","citation","PMID:31300497","pubmed","31300497","create date:2019/07/14 | first author:Barbaresko J",
"2018 update of the EULAR recommendations for the role of the nurse in the management of chronic inflammatory arthritis.","/pubmed/31300458","Bech B, Primdahl J, van Tubergen A, Voshaar M, Zangi HA, Barbosa L, Boström C, Boteva B, Carubbi F, Fayet F, Ferreira RJO, Hoeper K, Kocher A, Kukkurainen ML, Lion V, Minnock P, Moretti A, Ndosi M, Pavic Nikolic M, Schirmer M, Smucrova H, de la Torre-Aboki J, et al.","Ann Rheum Dis. 2019 Jul 12. pii: annrheumdis-2019-215458. doi: 10.1136/annrheumdis-2019-215458. [Epub ahead of print]","Ann Rheum Dis.  2019","PubMed","citation","PMID:31300458","pubmed","31300458","create date:2019/07/14 | first author:Bech B",
"Corrigendum to ""What is the diagnostic accuracy of red flags related to cauda equina syndrome (CES), when compared to Magnetic Resonance Imaging (MRI)? A systematic review"" [Musculoskelet. Sci. Pract. 42 (2019) 125-133].","/pubmed/31300389","Dionne N, Adefolarin A, Kunzelman D, Trehan N, Finucane L, Levesque L, Walton DM, Sadi J.","Musculoskelet Sci Pract. 2019 Jul 9. pii: S2468-7812(19)30292-9. doi: 10.1016/j.msksp.2019.07.001. [Epub ahead of print] No abstract available. ","Musculoskelet Sci Pract.  2019","PubMed","citation","PMID:31300389","pubmed","31300389","create date:2019/07/14 | first author:Dionne N",
"Interventions to Treat Erectile Dysfunction and Premature Ejaculation: An Overview of Systematic Reviews.","/pubmed/31300388","Ciocanel O, Power K, Eriksen A.","Sex Med. 2019 Jul 9. pii: S2050-1161(19)30046-7. doi: 10.1016/j.esxm.2019.06.001. [Epub ahead of print] Review.","Sex Med.  2019","PubMed","citation","PMID:31300388","pubmed","31300388","create date:2019/07/14 | first author:Ciocanel O",
"For colorectal cancer patients with type II diabetes, could metformin improve the survival rate? A meta-analysis.","/pubmed/31300371","Cheng Y, Chen Y, Zhou C, Shen L, Tu F, Xu J, Liu C.","Clin Res Hepatol Gastroenterol. 2019 Jul 9. pii: S2210-7401(19)30134-2. doi: 10.1016/j.clinre.2019.06.009. [Epub ahead of print]","Clin Res Hepatol Gastroenterol.  2019","PubMed","citation","PMID:31300371","pubmed","31300371","create date:2019/07/14 | first author:Cheng Y",
"Socioeconomic Status in Pediatric Health Research: A Scoping Review.","/pubmed/31300308","Kachmar AG, Connolly CA, Wolf S, Curley MAQ.","J Pediatr. 2019 Jul 9. pii: S0022-3476(19)30699-7. doi: 10.1016/j.jpeds.2019.06.005. [Epub ahead of print]","J Pediatr.  2019","PubMed","citation","PMID:31300308","pubmed","31300308","create date:2019/07/14 | first author:Kachmar AG",
"Outcomes and risk factors for spontaneous spondylodiscitis: Case series and meta-analysis of the literature.","/pubmed/31300250","Giordan E, Marton E, Scotton G, Canova G.","J Clin Neurosci. 2019 Jul 9. pii: S0967-5868(18)31997-0. doi: 10.1016/j.jocn.2019.06.040. [Epub ahead of print]","J Clin Neurosci.  2019","PubMed","citation","PMID:31300250","pubmed","31300250","create date:2019/07/14 | first author:Giordan E",
"A systematic review of quantitative EEG as a possible biomarker in child psychiatric disorders.","/pubmed/31300243","McVoy M, Lytle S, Fulchiero E, Aebi ME, Adeleye O, Sajatovic M.","Psychiatry Res. 2019 Jul 9. pii: S0165-1781(19)30839-X. doi: 10.1016/j.psychres.2019.07.004. [Epub ahead of print] Review.","Psychiatry Res.  2019","PubMed","citation","PMID:31300243","pubmed","31300243","create date:2019/07/14 | first author:McVoy M",
"Prevalence of fasciolosis in livestock and humans: A systematic review and meta-analysis in Iran.","/pubmed/31300099","Khademvatan S, Majidiani H, Khalkhali H, Taghipour A, Asadi N, Yousefi E.","Comp Immunol Microbiol Infect Dis. 2019 Aug;65:116-123. doi: 10.1016/j.cimid.2019.05.001. Epub 2019 May 11. Review.","Comp Immunol Microbiol Infect Dis.  2019","PubMed","citation","PMID:31300099","pubmed","31300099","create date:2019/07/14 | first author:Khademvatan S",
"Association between subthreshold depression and self-care behaviour in people with type 2 diabetes: a protocol for systematic review of observational studies.","/pubmed/31300045","Shrestha M, Al-Ghareeb A, Alenazi F, Gray R.","Syst Rev. 2019 Jul 12;8(1):167. doi: 10.1186/s13643-019-1084-7.","Syst Rev.  2019","PubMed","citation","PMID:31300045","pubmed","31300045","create date:2019/07/14 | first author:Shrestha M",
"Does routine surveillance imaging after completing treatment for childhood solid tumours cause more harm than good? A systematic review and meta-analysis protocol.","/pubmed/31300033","Morgan JE, Harden M, Phillips RS.","Syst Rev. 2019 Jul 12;8(1):168. doi: 10.1186/s13643-019-1096-3.","Syst Rev.  2019","PubMed","citation","PMID:31300033","pubmed","31300033","create date:2019/07/14 | first author:Morgan JE",
"The global and regional prevalence of oestrosis in sheep and goats: a systematic review of articles and meta-analysis.","/pubmed/31300017","Ahaduzzaman M.","Parasit Vectors. 2019 Jul 12;12(1):346. doi: 10.1186/s13071-019-3597-2.","Parasit Vectors.  2019","PubMed","citation","PMID:31300017","pubmed","31300017","create date:2019/07/14 | first author:Ahaduzzaman M",
"Improving mental health literacy among young people aged 11-15 years in Java, Indonesia: co-development and feasibility testing of a culturally-appropriate, user-centred resource (IMPeTUs) - a study protocol.","/pubmed/31299968","Brooks H, Irmansyah I, Lovell K, Savitri I, Utomo B, Prawira B, Iskandar L, Renwick L, Pedley R, Kusumayati A, Bee P.","BMC Health Serv Res. 2019 Jul 12;19(1):484. doi: 10.1186/s12913-019-4328-2.","BMC Health Serv Res.  2019","PubMed","citation","PMID:31299968","pubmed","31299968","create date:2019/07/14 | first author:Brooks H",
"Silver diamine fluoride for managing carious lesions: an umbrella review.","/pubmed/31299955","Seifo N, Cassie H, Radford JR, Innes NPT.","BMC Oral Health. 2019 Jul 12;19(1):145. doi: 10.1186/s12903-019-0830-5.","BMC Oral Health.  2019","PubMed","citation","PMID:31299955","pubmed","31299955","create date:2019/07/14 | first author:Seifo N",
"The effectiveness of virtual reality for people with mild cognitive impairment or dementia: a meta-analysis.","/pubmed/31299921","Kim O, Pang Y, Kim JH.","BMC Psychiatry. 2019 Jul 12;19(1):219. doi: 10.1186/s12888-019-2180-x.","BMC Psychiatry.  2019","PubMed","citation","PMID:31299921","pubmed","31299921","create date:2019/07/14 | first author:Kim O",
"The effect of mobile applications for improving adherence in cardiac rehabilitation: a systematic review and meta-analysis.","/pubmed/31299903","Xu L, Li F, Zhou C, Li J, Hong C, Tong Q.","BMC Cardiovasc Disord. 2019 Jul 12;19(1):166. doi: 10.1186/s12872-019-1149-5.","BMC Cardiovasc Disord.  2019","PubMed","citation","PMID:31299903","pubmed","31299903","create date:2019/07/14 | first author:Xu L",
"Association of TNFSF4 rs1234315, rs2205960 polymorphisms and systemic lupus erythematosus susceptibility: a meta-analysis.","/pubmed/31299880","Wang JM, Yuan ZC, Huang AF, Xu WD.","Lupus. 2019 Jul 12:961203319862610. doi: 10.1177/0961203319862610. [Epub ahead of print]","Lupus.  2019","PubMed","citation","PMID:31299880","pubmed","31299880","create date:2019/07/14 | first author:Wang JM",
"Intracranial Volume Measurement: A Systematic Review and Comparison of Different Techniques: Erratum.","/pubmed/31299824","[No authors listed]","J Craniofac Surg. 2019 Jul;30(5):1596. doi: 10.1097/SCS.0000000000005818. No abstract available. ","J Craniofac Surg.  2019","PubMed","citation","PMID:31299824","pubmed","31299824","create date:2019/07/14",
"Craniofacial Anthropometric Profile of East Asians.","/pubmed/31299742","Raveendran M.","J Craniofac Surg. 2019 Jul;30(5):1452-1455. doi: 10.1097/SCS.0000000000005444.","J Craniofac Surg.  2019","PubMed","citation","PMID:31299742","pubmed","31299742","create date:2019/07/14 | first author:Raveendran M",
"The Role of Voice Therapy and Phonosurgery in Transgender Vocal Feminization.","/pubmed/31299724","Nolan IT, Morrison SD, Arowojolu O, Crowe CS, Massie JP, Adler RK, Chaiet SR, Francis DO.","J Craniofac Surg. 2019 Jul;30(5):1368-1375. doi: 10.1097/SCS.0000000000005132.","J Craniofac Surg.  2019","PubMed","citation","PMID:31299724","pubmed","31299724","create date:2019/07/14 | first author:Nolan IT",
