,OSS,ORS,OS,OS - Taxonomy Code,Title,URL
9259,,,,,"The American Association for Thorac
ic Surgery consensus guidelines for
 the management of empyema.",/pubmed/28274565
9258,,,,,"Guideline evolution: Follow the dat
a, update frequently, provide optim
al evidence-based surgical therapy.
",/pubmed/28283232
9257,,,,,"Group interventions to promote ment
al health in health professional ed
ucation: a systematic review and me
ta-analysis of randomised controlle
d trials.",/pubmed/28299475
9256,,,,,"Understanding self-harm in older pe
ople: a systematic review of qualit
ative studies.",/pubmed/28326821
9255,,,,,"Systematic review of surveillance b
y social media platforms for illici
t drug use.",/pubmed/28334848
9254,,,,,"The association between proton pump
 inhibitor use and the risk of adve
rse kidney outcomes: a systematic r
eview and meta-analysis.",/pubmed/28339835
9253,,,,,"Safe and Inclusive Research Practic
es for Qualitative Research Involvi
ng People with Dementia: A Review o
f Key Issues and Strategies.",/pubmed/28350179
9252,,,,,"The Emerging Roles of RASSF5 in Hum
an Malignancy.",/pubmed/28356010
9251,,,,,"Gaps in Understanding the Experienc
es of Homecare Workers Providing Ca
re for People with Dementia up to t
he End of Life: A Systematic Review
.",/pubmed/28358269
9250,,,,,"The American Association for Thorac
ic Surgery/Society of Thoracic Surg
eons position statement on developi
ng clinical practice documents.",/pubmed/28359374
9249,,,,,"2016 The American Association for T
horacic Surgery (AATS) consensus gu
idelines: Surgical treatment of inf
ective endocarditis: Executive summ
ary.",/pubmed/28365016
9248,,,,,"Expert consensus guidelines: Examin
ing surgical ablation for atrial fi
brillation.",/pubmed/28390766
9247,,,,,"Variability of physiological brain 
perfusion in healthy subjects - A s
ystematic review of modifiers. Cons
iderations for multi-center ASL stu
dies.",/pubmed/28393659
9246,,,,,"2016 update to The American Associa
tion for Thoracic Surgery (AATS) co
nsensus guidelines: Ischemic mitral
 valve regurgitation.",/pubmed/28411753
9245,,,,,"A Systematic Literature Review of E
xperiences of Professional Care and
 Support Among People Who Self-Harm
.",/pubmed/28426393
9244,,,,,"Surveillance after resection of pan
creatic ductal adenocarcinoma with 
curative intent - a multicenter sur
vey in Germany and review of the li
terature.",/pubmed/28437802
9243,,,,,"Transcatheter vs. surgical aortic v
alve replacement and medical treatm
ent : Systematic review and meta-an
alysis of randomized and non-random
ized trials.",/pubmed/28451702
9242,,,,,"[Utility Analysis of Oncological Ce
ntre Building in the Field of Color
ectal Cancer].",/pubmed/28472845
9241,,,,,"Oxytocin administration during spon
taneous labor: Guidelines for clini
cal practice. Chapter 2: Indication
s of oxytocin according the first a
nd second stages of spontaneous lab
or.",/pubmed/28473289
9240,,,,,"Oxytocin administration during spon
taneous labor: Guidelines for clini
cal practice. Guidelines short text
.",/pubmed/28476691
9239,,,,,"Pros and Cons of 3D Image Fusion in
 Endovascular Aortic Repair: A Syst
ematic Review and Meta-analysis.",/pubmed/28485198
9238,,,,,"Salvage pulmonary resection after s
tereotactic body radiotherapy: A fe
asible and safe option for local fa
ilure in selected patients.",/pubmed/28495066
9237,,,,,"Self-ligating Brackets May Not Have
 Clinical Advantages Over Conventio
nal Brackets for the Periodontal He
alth of Adolescent Orthodontic Pati
ents.",/pubmed/28501052
9236,,,,,"The Risk of Medication-Related Oste
onecrosis of the Jaw After Dental E
xtraction is Higher for Patients on
 Intravenous as Compared With Oral 
Antiresorptive Drugs.",/pubmed/28501053
9235,,,,,"Cement- and Screw-Retained Implant-
Supported Restorations Showed Compa
rable Marginal Bone Loss and Implan
t Survival Rate.",/pubmed/28501054
9234,,,,,"Limited Evidence Suggests There Is 
No Difference Between the Clinical 
Longevity of direct vs Indirect Com
posite Resins in Class I and II Cav
ities.",/pubmed/28501055
9233,,,,,"In Patients With Symptomatic Irreve
rsible Pulpitis, Articaine is 3.6 T
imes More Efficacious Than Lidocain
e in Achieving Anesthetic Success W
hen Used for Supplementary Infiltra
tion After Mandibular Block Anesthe
sia.",/pubmed/28501071
9232,,,,,"Clinical Practice Guidelines: Synth
esis of the guidelines for the surg
ical treatment of primary pelvic or
gan prolapse in women by the AFU, C
NGOF, SIFUD-PP, SNFCP, and SCGP.",/pubmed/28506877
9231,,,,,"The Role of Nitrates in the Managem
ent of Stable Ischemic Heart Diseas
e: A Review of the Current Evidence
 and Guidelines.",/pubmed/28509889
9230,,,,,"Use of tolvaptan vs. furosemide in 
older patients with heart failure :
 Meta-analysis of randomized contro
lled trials.",/pubmed/28523370
9229,,,,,"Disruption of YWHAE gene at 17p13.3
 causes learning disabilities and b
rain abnormalities.",/pubmed/28542865
9228,,,,,"Secondary sclerosing cholangitis in
 cardiac surgical patients: A compl
ication with a dismal prognosis.",/pubmed/28554673
9227,,,,,"How Precise Are Preinterventional M
easurements Using Centerline Analys
is Applications? Objective Ground T
ruth Evaluation Reveals Software-Sp
ecific Centerline Characteristics.",/pubmed/28587563
9226,,,,,"[Gerontological research in social 
and behavioral sciences in Germany 
since 1968 : Review, critical asses
sment and perspectives].",/pubmed/28593356
9225,,,,,"[Telemonitoring in heart failure : 
Update on health-related and econom
ic implications].",/pubmed/28593423
9224,,,,,"[Gerontologically oriented study pr
ograms in Germany : Critical review
].",/pubmed/28600609
9223,,,,,"Consensus statement on definitions 
and nomenclature for robotic thorac
ic surgery.",/pubmed/28623099
9222,,,,,"The role of the motor system in act
ion naming in patients with neurode
generative extrapyramidal syndromes
.",/pubmed/28625346
9221,,,,,"[More than expectorant: new scienti
fic data on ambroxol in the context
 of the treatment of bronchopulmona
ry diseases].",/pubmed/28643291
9220,,,,,"[Saccharomyces boulardii CNCM I-745
 influences the gut-associated immu
ne system].",/pubmed/28643294
9219,,,,,"An update on type 2 diabetes manage
ment in primary care.",/pubmed/28650348
9218,,,,,"Antithrombotic drug use effect in t
he treatment of early gastric cance
r by endoscopic submucosal dissecti
on.",/pubmed/28671100
9217,,,,,"Continuous support for women during
 childbirth.",/pubmed/28681500
9216,,,,,"What impact do students have on cli
nical educators and the way they pr
actise?",/pubmed/28698965
9215,,,,,"[Femoropopliteal angioplasty: Short
- and mid-term results].",/pubmed/28705338
9214,,,,,"Inference-Based Similarity Search i
n Randomized Montgomery Domains for
 Privacy-Preserving Biometric Ident
ification.",/pubmed/28715325
9213,,,,,"P2X receptor channels in chronic pa
in pathways.",/pubmed/28728214
9212,,,,,"Direct Oral Anticoagulants Use in A
ntiphospholipid Syndrome: Are These
 Drugs an Effective and Safe Altern
ative to Warfarin? A Systematic Rev
iew of the Literature: Comment.",/pubmed/28730526
9211,,,,,"A Propensity Score-Matched Analysis
 of Inflammatory Response With Endo
vascular Aneurysm Sealing vs Endova
scular Aneurysm Repair.",/pubmed/28737060
9210,,,,,"Systematic review of the literature
 on triclosan and health outcomes i
n humans.",/pubmed/28741979
9209,,,,,"Thiazole Containing Heterocycles wi
th Antimalarial Activity.",/pubmed/28745209
9208,,,,,"Interatrial septum versus right atr
ial appendage pacing for prevention
 of atrial fibrillation : A meta-an
alysis of randomized controlled tri
als.",/pubmed/28755022
9207,,,,,"Endograft Infection After Endovascu
lar Abdominal Aortic Aneurysm Repai
r: A Systematic Review and Meta-ana
lysis.",/pubmed/28756719
9206,,,,,"Evidence-Based Design of Fixed-Dose
 Combinations: Principles and Appli
cation to Pediatric Anti-Tuberculos
is Therapy.",/pubmed/28779464
9205,,,,,"Metoclopramide for preventing nosoc
omial pneumonia in patients fed via
 nasogastric tubes: a systematic re
view and meta-analysis of randomize
d controlled trials.",/pubmed/28802291
9204,,,,,"Breastfeeding and early childhood c
aries: a meta-analysis of observati
onal studies.",/pubmed/28802297
9203,,,,,"Fish, long chain omega-3 polyunsatu
rated fatty acids consumption, and 
risk of all-cause mortality: a syst
ematic review and dose-response met
a-analysis from 23 independent pros
pective cohort studies.",/pubmed/28802305
9202,,,,,"Accredited residents perform colono
scopy to the same high standards as
 consultants.",/pubmed/28812156
9201,,,,,"Pre-existing psychological depressi
on confers increased risk of advers
e cardiovascular outcomes following
 cardiac surgery: A systematic revi
ew and meta-analysis.",/pubmed/28818292
9200,,,,,"Genetic Variants of PEAR1 are Assoc
iated with Platelet Function and An
tiplatelet Drug Efficacy: A Systema
tic Review and Meta-Analysis.",/pubmed/28820077
9199,,,,,"Effects of paricalcitol on cardiova
scular outcomes and renal function 
in patients with chronic kidney dis
ease : A meta-analysis.",/pubmed/28835982
9198,,,,,"Developing clinical guidelines with
 scant evidence approaches taken an
d lessons learnt.",/pubmed/28844054
9197,,,,,"Effects of regular exercise on asth
ma control in young adults.",/pubmed/28846458
9196,,,,,"Psychosocial job stressors and suic
idality: a meta-analysis and system
atic review.",/pubmed/28851757
9195,,,,,"Meditation for asthma: Systematic r
eview and meta-analysis.",/pubmed/28853958
9194,,,,,"Population Pharmacokinetics of Myco
phenolic Acid: An Update.",/pubmed/28861847
9193,,,,,"As an Adjunct to Mechanical Oral Hy
giene, Essential Oil-containing Mou
thwash, Compared to Floss, Cetylpry
idinium Chloride, or Placebo may be
 more Effective in Reduction of Pla
que and Gingitivitis.",/pubmed/28865821
9192,,,,,"Botulinum Toxin A Might Be an Alter
native or Adjunct Therapy for the T
reatment of Trigeminal and Postherp
etic Neuralgia.",/pubmed/28865822
9191,,,,,"Insufficient Evidence Supports the 
Use of Low-Level Laser Therapy to A
ccelerate Tooth Movement, Prevent O
rthodontic Relapse, and Modulate Ac
ute Pain During Orthodontic Treatme
nt.",/pubmed/28865823
9190,,,,,"Long-term Use of the Sialogogue Med
ications Pilocarpine and Cevimeline
 Can Reduce Xerostomia Symptoms and
 Increase Salivary Flow in Head and
 Neck Cancer Survivors After Radiot
herapy.",/pubmed/28865825
9189,,,,,"Asthma Outcomes and Management Duri
ng Pregnancy.",/pubmed/28867295
9188,,,,,"Coronary angiography with or withou
t percutaneous coronary interventio
n in patients with hemophilia-Syste
matic review.",/pubmed/28895303
9187,,,,,"[Pharmacotherapy in chronic Heart F
ailure].",/pubmed/28905314
9186,,,,,"Analgesic Effects of Locally Admini
stered Ketorolac-based Analgesics A
fter Breast Surgery: A Meta-Analysi
s of Randomized Controlled Trials.",/pubmed/28915151
9185,,,,,"Pharmacoeconomics of parenteral nut
rition in surgical and critically i
ll patients receiving structured tr
iglycerides in China.",/pubmed/28917227
9184,,,,,"Dietary intake of heme iron and bod
y iron status are associated with t
he risk of gestational diabetes mel
litus: a systematic review and meta
-analysis.",/pubmed/28917236
9183,,,,,"MRI combined with PET-CT of differe
nt tracers to improve the accuracy 
of glioma diagnosis: a systematic r
eview and meta-analysis.",/pubmed/28918564
9182,,,,,"The effect of communication skills 
training on patient-pharmacist comm
unication in pharmacy education: a 
meta-analysis.",/pubmed/28918571
9181,,,,,"Quantitative evaluation of PPAR-γ2 
Pro12Ala polymorphism with hyperten
sion.",/pubmed/28920998
9180,,,,,"Maximizing safe resections: the rol
es of 5-aminolevulinic acid and int
raoperative MR imaging in glioma su
rgery-review of the literature.",/pubmed/28921173
9179,,,,,"Patients' experiences of nurse case
 management in primary care: a meta
-synthesis.",/pubmed/28923163
9178,,,,,"Extending the Reach of Evidence-Bas
ed Medicine: A Proposed Categorizat
ion of Lower-Level Evidence.",/pubmed/28923759
9177,,,,,"Impact of consumption of repeatedly
 heated cooking oils on the inciden
ce of various cancers- A critical r
eview.",/pubmed/28925728
9176,,,,,"Antileukemic Properties of Sesquite
rpene Lactones: A Systematic Review
.",/pubmed/28925880
9175,,,,,"Disparities in Health Care Utilizat
ion of Adults With Traumatic Brain 
Injuries Are Related to Insurance, 
Race, and Ethnicity: A Systematic R
eview.",/pubmed/28926481
9174,,,,,"Review of patient-reported experien
ce within Patient-Centered Medical 
Homes: insights for Australian Heal
th Care Homes.",/pubmed/28927493
9173,,,,,"The risk of metabolic syndrome in p
olycystic ovary syndrome: A systema
tic review and meta-analysis.",/pubmed/28930378
9172,,,,,"Cultivar mixtures: a meta-analysis 
of the effect of intraspecific dive
rsity on crop yield.",/pubmed/28940830
9171,,,,,"[Lung Metastasectomy in Pulmonary M
etastatic Colorectal Carcinoma].",/pubmed/28946155
9170,,,,,"[Health related quality of life in 
chronic venous disease: Systematic 
literature review].",/pubmed/28964388
9169,,,,,"Aptamer Oligonucleotides as Potenti
al Therapeutics in Hematologic Dise
ases.",/pubmed/28969551
9168,,,,,"Genome-wide association study acros
s European and African American anc
estries identifies a SNP in DNMT3B 
contributing to nicotine dependence
.",/pubmed/28972577
9167,,,,,"Fractional flow reserve versus angi
ography guided percutaneous coronar
y intervention: An updated systemat
ic review.",/pubmed/28980386
9166,,,,,"Robotic Versus Laparoscopic Minimal
ly Invasive Surgery for Rectal Canc
er: A Systematic Review and Meta-an
alysis of Randomized Controlled Tri
als.",/pubmed/28984644
9165,,X,,,"Muscle versus Fasciocutaneous Flap 
in Lower Limb Reconstruction: Is Th
ere a Best Option?",/pubmed/28985636
9164,,,,,"Limitations in systematic review co
mparing the outcomes of single impl
ant mandibular overdentures with co
mplete conventional dentures render
 it unuseful in making clinical dec
isions.",/pubmed/28987484
9163,,,,,"Pharmacological Therapies for Hepat
orenal Syndrome: A Systematic Revie
w and Meta-Analysis.",/pubmed/28991106
9162,,,,,"The Feedback Tango: An Integrative 
Review and Analysis of the Content 
of the Teacher-Learner Feedback Exc
hange.",/pubmed/28991848
9161,,,,,"Second-generation drug-eluting sten
ts versus drug-coated balloons for 
the treatment of coronary in-stent 
restenosis: A systematic review and
 meta-analysis.",/pubmed/29024274
9160,X,X,,,"Current Perspective on the Use of O
pioids in Perioperative Medicine: A
n Evidence-Based Literature Review,
 National Survey of 70,000 Physicia
ns, and Multidisciplinary Clinical 
Appraisal.",/pubmed/29025135
9159,,,,,"Accelerated growth of hemangioblast
oma in pregnancy: the role of proan
giogenic factors and upregulation o
f hypoxia-inducible factor (HIF) in
 a non-oxygen-dependent pathway.",/pubmed/29027018
9158,,,,,"PancanQTL: systematic identificatio
n of cis-eQTLs and trans-eQTLs in 3
3 cancer types.",/pubmed/29036324
9157,,,,,"Is the Best Plate a Nail? A Review 
of 3230 Unstable Intertrochanteric 
Fractures of the Proximal Femur.",/pubmed/29040233
9156,,,,,"Novel endoscopic visualization tech
niques for bladder cancer detection
: a review of the contemporary lite
rature.",/pubmed/29045251
9155,,,,,"[Experiences of Patients with Invas
ive and Non-Invasive Home Mechanica
l Ventilation - a Systematic Review
 of Qualitative Research].",/pubmed/29046009
9154,,,,,"Bivalirudin versus heparin, without
 glycoprotein inhibition, in percut
aneous coronary intervention: A com
parison of ischemic and hemorrhagic
 outcomes over 10years.",/pubmed/29055661
9153,,,,,"Are quality improvement collaborati
ves effective? A systematic review.
",/pubmed/29055899
9152,,,,,"PREVALENCE OF POLYPOIDAL CHOROIDAL 
VASCULOPATHY IN WHITE PATIENTS WITH
 EXUDATIVE AGE-RELATED MACULAR DEGE
NERATION: Systematic Review and Met
a-Analysis.",/pubmed/29059101
9151,,,,,"Efficacy, Duration and Timing of Wi
thdrawal of Prophylactic Treatment 
with Antiepileptic Drugs in Neurosu
rgical Conditions.",/pubmed/29076412
9150,,,,,"Antiepileptic Drugs for Preventing 
Seizures in Patients with Chronic S
ubdural Hematoma.",/pubmed/29076415
9149,,,,,"Reconstruction of Traumatic, Open S
upracondylar Femoral Fractures by A
utologous Fibular Strut Grafting an
d Cortico-Cancellous Bone Grafting-
A Single-Centre, Observational Stud
y.",/pubmed/29076982
9148,,,,,"A Systematic Review of Atypical Ant
ipsychotics in Chronic Pain Managem
ent: Olanzapine Demonstrates Potent
ial in Central Sensitization, Fibro
myalgia, and Headache/Migraine.",/pubmed/29077621
9147,,X,,,"Static Progressive Orthoses for Elb
ow Contracture: A Systematic Review
.",/pubmed/29081938
9146,,,,,"Efficacy of Telerehabilitation for 
Adults With Traumatic Brain Injury:
 A Systematic Review.",/pubmed/29084100
9145,,,,,"Prevalence of Head Injury and Assoc
iated Disability in Prison Populati
ons: A Systematic Review.",/pubmed/29084104
9144,,,,,"The association between collagen ge
ne polymorphisms and intracranial a
neurysms: a meta-analysis.",/pubmed/29086084
9143,,,,,"Anterior Palatoplasty for Obstructi
ve Sleep Apnea: A Systematic Review
 and Meta-analysis.",/pubmed/29086603
9142,,,,,"Consensus Definition for Atrophy As
sociated with Age-Related Macular D
egeneration on OCT: Classification 
of Atrophy Report 3.",/pubmed/29103793
9141,,,,,"Efficacy and safety of intravenous 
vernakalant for the rapid conversio
n of recent-onset atrial fibrillati
on: A meta-analysis.",/pubmed/29105209
9140,,,,,"Influenza burden, prevention, and t
reatment in asthma-A scoping review
 by the EAACI Influenza in asthma t
ask force.",/pubmed/29105786
9139,,,,,"Economic evidence for nonpharmacolo
gical asthma management interventio
ns: A systematic review.",/pubmed/29105788
9138,,,,,"Stereotactic Body Radiotherapy for 
Early-Stage Non-Small-Cell Lung Can
cer: American Society of Clinical O
ncology Endorsement of the American
 Society for Radiation Oncology Evi
dence-Based Guideline.",/pubmed/29106810
9137,,,,,"Clinical practice guidelines or per
sonalized medicine in chronic obstr
uctive pulmonary disease?",/pubmed/29108759
9136,,,,,"Smoking induces DNA methylation cha
nges in Multiple Sclerosis patients
 with exposure-response relationshi
p.",/pubmed/29109506
9135,,,,,"Diffusion Tensor Imaging of Central
 Auditory Pathways in Patients with
 Sensorineural Hearing Loss: A Syst
ematic Review.",/pubmed/29112481
9134,,,,,"Clinicopathologic Factors Predictiv
e of Occult Lymph Node Involvement 
in Cutaneous Head and Neck Melanoma
.",/pubmed/29112483
9133,,,,,"Crop rotations for increased soil c
arbon: perenniality as a guiding pr
inciple.",/pubmed/29112790
9132,,,,,"The Hidden Curricula of Medical Edu
cation: A Scoping Review.",/pubmed/29116981
9131,,,,,"Assessing the Methodological Qualit
y of Glaucoma Clinical Practice Gui
delines and Their Recommendations o
n Microinvasive Glaucoma Surgery: A
 Systematic Review.",/pubmed/29117010
9130,,,,,"The Association of British Neurolog
ists' myasthenia gravis guidelines.
",/pubmed/29121404
9129,,,,,"Addressing the post-irradiation hyp
othalamic-pituitary endocrine abnor
malities of brain tumors in pediatr
ic patients.",/pubmed/29135108
9128,,,,,"Multiple high-grade gliomas: epidem
iology, management, and outcome. A 
systematic review and meta-analysis
.",/pubmed/29138949
9127,,,,,"HOCOMOCO: towards a complete collec
tion of transcription factor bindin
g models for human and mouse via la
rge-scale ChIP-Seq analysis.",/pubmed/29140464
9126,,,,,"iPTMnet: an integrated resource for
 protein post-translational modific
ation network discovery.",/pubmed/29145615
9125,,,,,"Systematic review of the effect of 
denosumab on children with osteogen
esis imperfecta showed inconsistent
 findings.",/pubmed/29154388
9124,,,,,"Struggle and failure on clinical pl
acement: a critical narrative revie
w.",/pubmed/29159842
9123,,,,,"Vocabulary intervention for adolesc
ents with language disorder: a syst
ematic review.",/pubmed/29159971
9122,,,,,"Electrocardiogram Screening in Chil
dren with Congenital Sensorineural 
Hearing Loss: Prevalence and Follow
-up of Abnormalities.",/pubmed/29160150
9121,,,,,"Intraoperative Ultrasound in Oral T
ongue Cancer Resection: Feasibility
 Study and Early Outcomes.",/pubmed/29161194
9120,,,,,"Early Placement of Ventilation Tube
s in Infants with Cleft Lip and Pal
ate: A Systematic Review.",/pubmed/29161200
9119,,,,,"MethBank 3.0: a database of DNA met
hylomes across a variety of species
.",/pubmed/29161430
9118,,,,,"High-Throughput Screening Strategie
s for the Development of Anti-Virul
ence Inhibitors Against Staphylococ
cus aureus.",/pubmed/29165063
9117,,,,,"Use of Larynx-Preservation Strategi
es in the Treatment of Laryngeal Ca
ncer: American Society of Clinical 
Oncology Clinical Practice Guidelin
e Update.",/pubmed/29172863
9116,,,,,"Using Lean Quality Improvement Tool
s to Increase Delivery of Evidence-
Based Tobacco Use Treatment in Hosp
italized Neurosurgical Patients.",/pubmed/29173283
9115,,,,,"A Meta-Analysis of HIV Postexposure
 Prophylaxis Among Sexually Assault
ed Patients in the United States.",/pubmed/29174349
9114,,X,,,"Review: Autologous blood transfusio
n drainage compared with no drainag
e in total knee arthroplasty: A met
a-analysis and systematic review.",/pubmed/29175805
9113,,,,,"Mediterranean diet and cardiovascul
ar disease: a systematic review and
 meta-analysis of observational stu
dies.",/pubmed/29177567
9112,,,,,"Arterial aneurysms associated with 
intracranial dural arteriovenous fi
stulas: epidemiology, natural histo
ry, and management. A systematic re
view.",/pubmed/29177821
9111,,,,,"Positive Margins by Oropharyngeal S
ubsite in Transoral Robotic Surgery
 for T1/T2 Squamous Cell Carcinoma.
",/pubmed/29182490
9110,,,,,"Relating pattern deviancy aversion 
to stigma and prejudice.",/pubmed/31024180
9109,,,,,"Biosimilars: From Extrapolation int
o Off Label Use.",/pubmed/29189127
9108,,,,,"Risk Assessment and Monitoring of A
ntibody Responses to Biosimilars in
 Chronic Inflammatory Diseases.",/pubmed/29189133
9107,,,,,"Temporal Trends in Difficult and Fa
iled Tracheal Intubation in a Regio
nal Community Anesthetic Practice.",/pubmed/29189209
9106,,,,,"Impact of Surgical Margin Width on 
Recurrence and Overall Survival Fol
lowing R0 Hepatic Resection of Colo
rectal Metastases: A Systematic Rev
iew and Meta-analysis.",/pubmed/29189379
9105,X,X,,,"Cough Due to TB and Other Chronic I
nfections: CHEST Guideline and Expe
rt Panel Report.",/pubmed/29196066
9104,,,,,"No Evidence Suggests that the Clini
cal Effectiveness of Conventional O
cclusal Splints is Superior to That
 of Psychosocial Interventions for 
Myofascial Tempromandibular Disorde
rs Pain.",/pubmed/29197441
9103,,,,,"Zygomatic Implants Are a Reliable T
reatment Option for Patients With A
trophic Maxilla.",/pubmed/29197442
9102,,,,,"A Leukocyte- and Platelet-Rich Fibr
in Showed a Regenerative Potential 
in Intrabony Defects and Furcation 
Defects but Not in Periodontal Plas
tic Surgery.",/pubmed/29197444
9101,,,,,"Patients Are More Satisfied With Im
plant-Supported Mandibular Overdent
ures Than With Conventional Denture
s.",/pubmed/29197445
9100,,,,,"Consensus Statement on Perioperativ
e Use of Neuromuscular Monitoring.",/pubmed/29200077
9099,,,,,"[New international guidelines for c
urative treatment and prophylaxis f
or venous thromboembolism (VTE) in 
cancer patients and the dedicated s
martphone application].",/pubmed/29203044
9098,,,,,"The Experience with Biosimilars of 
Infliximab in Inflammatory Bowel Di
sease.",/pubmed/29205114
9097,,,,,"MIF -173 G > C (rs755622) Gene Poly
morphism Modulates Tuberculosis Ris
k: Evidence from a Meta-analysis an
d Trial Sequential Analysis.",/pubmed/29208960
9096,,,,,"Clinical Evidence for Any Effect of
 Anesthesia on the Developing Brain
.",/pubmed/29210706
9095,,,,,"Effect of Remote Ischemic Precondit
ioning on Outcomes in Adult Cardiac
 Surgery: A Systematic Review and M
eta-analysis of Randomized Controll
ed Studies.",/pubmed/29210794
9094,,,,,"Development of Image-enhanced Endos
copy of the Gastrointestinal Tract:
 A Review of History and Current Ev
idences.",/pubmed/29210900
9093,,,,,"Efficacy and safety of benralizumab
 for eosinophilic asthma: A systema
tic review and meta-analysis of ran
domized controlled trials.",/pubmed/29211545
9092,,,,,"Opioid Use After Discharge in Posto
perative Patients: A Systematic Rev
iew.",/pubmed/29215370
9091,,,,,"Corticosteroids for Preventing Caus
tic Esophageal Strictures: Systemat
ic Review and Meta-analysis.",/pubmed/29216023
9090,,,,,"Coffee consumption and risk of hype
rtension: a dose-response meta-anal
ysis of prospective studies.",/pubmed/29222637
