,OSS,ORS,OS,OS - Taxonomy Code,Title,URL
7946,X,X,,,"Pharmacological interventions for p
reventing postoperative nausea and 
vomiting in adult patients undergoi
ng ambulatory surgery: Protocol for
 a systematic review and network me
ta-analysis.",/pubmed/31335743
7942,X,X,,,"Pathological fracture after radioth
erapy: systematic review of literat
ure.",/pubmed/31340323
7925,X,,,,"Patient Satisfaction in Spine Surge
ry: A Systematic Review of the Lite
rature.",/pubmed/31352720
7886,X,,,,"Interventions and cognitive functio
ning in adults with traumatic spina
l cord injuries: a systematic revie
w and meta-analysis.",/pubmed/31354083
7881,X,,,,"A discrete choice experiment on pre
ferences of patients with low back 
pain about non-surgical treatments:
 identification, refinement and sel
ection of attributes and levels.",/pubmed/31354247
7880,X,X,,,"Prevention of postoperative deliriu
m in elderly patients planned for e
lective surgery: systematic review 
and meta-analysis.",/pubmed/31354253
7877,X,X,,,"The accuracy assessment of presepsi
n (sCD14-ST) for mortality predicti
on in adult patients with sepsis an
d a head-to-head comparison to PCT:
 a meta-analysis.",/pubmed/31354282
7871,X,X,,,"Are Corticosteroids Beneficial for 
Sepsis and Septic Shock? Based on P
ooling Analysis of 16 Studies.",/pubmed/31354473
7870,X,X,,,"Efficacy and Safety of Direct Oral 
Anticoagulants for Secondary Preven
tion of Cancer-Associated Thrombosi
s: A Systematic Review and Meta-Ana
lysis of Randomized Controlled Tria
ls and Prospective Cohort Studies.",/pubmed/31354488
7822,X,X,,,"The Effect of Withholding Antibioti
cs Prior to Bone Biopsy in Patients
 With Suspected Osteomyelitis: A Me
ta-analysis of the Literature.",/pubmed/31356178
7821,X,,,,"The effectiveness of patient educat
ion in improving pain, disability a
nd quality of life among older peop
le with low back pain: A systematic
 review.",/pubmed/31356191
7816,X,X,,,"A Systematic Review of Behavioral I
nterventions to Decrease Opioid Pre
scribing After Surgery.",/pubmed/31356268
7745,X,,,,"High-dose methylprednisolone for ac
ute traumatic spinal cord injury: A
 meta-analysis.",/pubmed/31358617
7639,X,,,,"Sacral Neuromodulation for Lower Ur
inary Tract Dysfunction in Spinal C
ord Injury: A Systematic Review and
 Meta-Analysis.",/pubmed/31362290
7611,X,X,,,"Risk scores identifying elderly inp
atients at risk of 30-day unplanned
 readmission and accident and emerg
ency department visit: a systematic
 review.",/pubmed/31362964
7572,X,X,,,"Balanced Crystalloids Versus Saline
 in Critically Ill Adults: A System
atic Review and Meta-analysis.",/pubmed/31364382
7554,X,,,,"Psychosocial Variables and Sleep As
sociated With Neck Pain in Adolesce
nts: A Systematic Review.",/pubmed/31364900
7533,X,,,,"Surgical Management and Adjuvant Th
erapy for Patients with Neurologica
l Deficits from Vertebral Hemangiom
as: A Meta-Analysis.",/pubmed/31365517
7522,X,X,,,"Rivaroxaban versus Aspirin in Preve
ntion of Venous Thromboembolism: A 
Meta-Analysis of 9 Randomized Contr
olled Trials comprising 7,656 Patie
nts.",/pubmed/31365943
7516,X,X,,,"Measures used to assess impact of p
roviding care among informal caregi
vers of persons with stroke, spinal
 cord injury, or amputation: a syst
ematic review.",/pubmed/31366259
7477,X,,,,"Management of cervical spine epidur
al abscess: a systematic review.",/pubmed/31367375
7459,X,,,,"Management and prognosis of acute t
raumatic cervical central cord synd
rome: systematic review and Spinal 
Cord Society-Spine Trauma Study Gro
up position statement.",/pubmed/31367852
7432,X,,,,"Evidence for managing chronic low b
ack pain in primary care: a review 
of recommendations from high-qualit
y clinical practice guidelines.",/pubmed/31368371
7419,X,X,,,"Positive affect and medication adhe
rence in chronic conditions: A syst
ematic review.",/pubmed/31368717
7393,X,X,,,"CORR Insights®: What Are the Applic
ations and Limitations of Artificia
l Intelligence for Fracture Detecti
on and Classification in Orthopaedi
c Trauma Imaging? A Systematic Revi
ew.",/pubmed/31369435
7376,X,,,,"Waves of Pain Relief: A Systematic 
Review of Clinical Trials in Spinal
 Cord Stimulation Waveforms for the
 Treatment of Chronic Neuropathic L
ow-Back and Leg Pain.",/pubmed/31369885
7359,X,,,,"Innovative Spine Implants for Impro
ved Augmentation and Stability in N
eoplastic Vertebral Compression Fra
cture.",/pubmed/31370309
7352,X,X,,,"Time-related changes in quality of 
life in persons with lower limb amp
utation or spinal cord injury: prot
ocol for a systematic review.",/pubmed/31370881
7347,X,,,,"[Efficacy of dry needling in neck p
ain compared with other physiothera
py techniques: A systematic review]
.",/pubmed/31370946
7328,X,X,,,"Ability of fitness testing to predi
ct injury risk during initial tacti
cal training: a systematic review a
nd meta-analysis.",/pubmed/31371384
7271,X,X,,,"The effects of behavioural counsell
ing on the determinants of health b
ehaviour change in adults with chro
nic musculoskeletal conditions maki
ng lifestyle changes: A systematic 
review and meta-analysis.",/pubmed/31373435
7266,X,X,,,"Systematic review of the impact of 
patient death on surgeons.",/pubmed/31373690
7254,X,,,,"The Influence of Conflicts of Inter
est on Outcomes in the Lumbar Disc 
Arthroplasty Literature: A Systemat
ic Review.",/pubmed/31374001
7250,X,X,,,"Efficacy and safety of ear acupunct
ure for trauma-related disorders af
ter large-scale disasters: A protoc
ol of systematic review.",/pubmed/31374032
7230,X,,,,"Diagnosis, treatment, and survival 
in spinal dissemination of primary 
intracranial glioblastoma: systemat
ic literature review.",/pubmed/31374545
7227,X,X,,,"Negative impact of polycystic ovary
 syndrome on bone health: a systema
tic review and meta-analysis.",/pubmed/31374576
7209,X,X,,,"Intravenous Lidocaine for Chronic N
europathic Pain A Systematic Review
 Addressing Nursing Care.",/pubmed/31375420
7203,X,X,,,"Perioperative duloxetine for acute 
postoperative analgesia: a meta-ana
lysis of randomized trials.",/pubmed/31375539
7195,X,,,,"Percutaneous vertebroplasty versus 
non-operative treatment for osteopo
rotic vertebral compression fractur
es: a meta-analysis of randomized c
ontrolled trials.",/pubmed/31375875
7194,X,X,,,"Correction to: Nurses' roles in the
 management of chronic inflammatory
 arthritis: a systematic review.",/pubmed/31375889
7153,X,X,,,"Timing and methods of frailty asses
sments in geriatric trauma patients
: A systematic review.",/pubmed/31376920
7095,X,X,,,"Treatment failure definitions for n
on-purulent skin and soft tissue in
fections: a systematic review.",/pubmed/31378847
7061,X,,,,"The prevalence of complications ass
ociated with lumbar and thoracic sp
inal deformity surgery in the elder
ly population: a meta-analysis.",/pubmed/31380476
6983,X,X,,,"Sources of information used by pati
ents prior to elective surgery: a s
coping review.",/pubmed/31383690
6937,X,,,,"Radiographic and functional outcome
s of bisphosphonate use in lumbar f
usion: a systematic review and meta
-analysis of comparative studies.",/pubmed/31385042
6914,X,X,,,"Accuracy of Focused Assessment with
 Sonography for Trauma (FAST) in Di
saster Settings: A Meta-Analysis an
d Systematic Review.",/pubmed/31385566
6891,X,X,,,"A Systematic Review and Meta-analys
is of Unguided Electronic and Mobil
e Health Technologies for Chronic P
ain-Is It Time to Start Prescribing
 Electronic Health Applications?",/pubmed/31386151
6821,X,X,,,"Determinants, consequences and pote
ntial solutions to poor adherence t
o anti-osteoporosis treatment: resu
lts of an expert group meeting orga
nized by the European Society for C
linical and Economic Aspects of Ost
eoporosis, Osteoarthritis and Muscu
loskeletal Diseases (ESCEO) and the
 International Osteo...",/pubmed/31388696
6792,X,X,,,"Assessment tools of non-suicidal se
lf-injury in adolescents 1990-2016:
 a systematic review.",/pubmed/31389535
6783,X,X,,,"Worldwide prevalence of alcohol in 
fatally injured motorcyclists: A me
ta-analysis.",/pubmed/31389721
6755,X,X,,,"Meteorological variables and the ri
sk of fractures: A systematic revie
w and meta-analysis.",/pubmed/31390694
6738,X,,,,"A systematic review of comorbiditie
s and outcomes of adult patients wi
th pleural infection.",/pubmed/31391221
6737,X,X,,,"Effectiveness of double checking to
 reduce medication administration e
rrors: a systematic review.",/pubmed/31391315
6733,X,X,,,"Role of topical magnesium in post-o
perative sore throat: A systematic 
review and meta-analysis of randomi
sed controlled trials.",/pubmed/31391614
6716,X,X,,,"Effects of the application of a che
cklist during trauma resuscitations
 on ATLS adherence, team performanc
e, and patient-related outcomes: a 
systematic review.",/pubmed/31392359
6708,X,X,,,"Cefazolin Versus Anti-Staphylococca
l Penicillins for the Treatment of 
Patients with Methicillin-Susceptib
le Staphylococcus aureus Infection:
 A Meta-Analysis with Trial Sequent
ial Analysis.",/pubmed/31392580
6670,X,,,,"Acupotomy for the treatment of lumb
ar spinal stenosis: A systematic re
view and meta-analysis.",/pubmed/31393365
6664,X,X,,,"Acupoint injection treatment for pr
imary osteoporosis: A systematic re
view and meta-analysis of randomize
d controlled trials protocol.",/pubmed/31393383
6659,X,X,,,"Effectiveness of electrical stimula
tion for postoperative pain in pati
ents with osteosarcoma: A systemati
c review protocol of clinical contr
olled trial.",/pubmed/31393405
6646,X,X,,,"The incidence and prevalence of med
ical device-related pressure ulcers
 in intensive care: a systematic re
view.",/pubmed/31393800
6642,X,,,,"Correction: Osteopathic care for sp
inal complaints: A systematic liter
ature review.",/pubmed/31393954
6637,X,X,,,"A Meta-Analysis of Meta-Analyses of
 the Effectiveness of FIFA Injury P
revention Programmes in Soccer.",/pubmed/31394009
6605,X,X,,,"The effect of telehealth versus usu
al care for home-care patients with
 long-term conditions: A systematic
 review, meta-analysis and qualitat
ive synthesis.",/pubmed/31394973
6602,X,X,,,"The evidence for services to avoid 
or delay residential aged care admi
ssion: a systematic review.",/pubmed/31395018
6597,X,,,,"Effectiveness of treatments for acu
te and sub-acute mechanical non-spe
cific low back pain: protocol for a
 systematic review and network meta
-analysis.",/pubmed/31395091
6582,X,X,,,"Effects of Statins on Relative Risk
 of Fractures for Older Adults: An 
Updated Systematic Review With Meta
-Analysis.",/pubmed/31395495
6559,X,,,,"Prophylactic Negative Pressure Woun
d Therapy in Closed Abdominal Incis
ions: A Meta-analysis of Randomised
 Controlled Trials.",/pubmed/31396673
6555,X,X,,,"MASCC recommendations on the manage
ment of constipation in patients wi
th advanced cancer.",/pubmed/31396746
6552,X,X,,,"Effect of Electronic Prescribing St
rategies on Medication Error and Ha
rm in Hospital: a Systematic Review
 and Meta-analysis.",/pubmed/31396810
6457,X,,,,"Acupotomy versus acupuncture for ce
rvical spondylotic radiculopathy: p
rotocol of a systematic review and 
meta-analysis.",/pubmed/31399459
6343,X,X,,,"Agriculture and musculoskeletal dis
orders in low- and middle-income co
untries.",/pubmed/30047854
6296,X,X,,,"Prevalence of hypovitaminosis D in 
postmenopausal women: a systematic 
review.",/pubmed/31166447
6270,X,X,,,"Liberal versus restrictive red bloo
d cell transfusion strategy in seps
is or septic shock: a systematic re
view and meta-analysis of randomize
d trials.",/pubmed/31345236
6235,X,X,,,"The Relationship Between Omega-3, O
mega-6 and Total Polyunsaturated Fa
t and Musculoskeletal Health and Fu
nctional Status in Adults: A System
atic Review and Meta-analysis of RC
Ts.",/pubmed/31346665
6216,X,X,,,"Posttrauma psychosocial effects in 
children: A systematic review of me
asurement scales.",/pubmed/31347242
6193,X,X,,,"Tranexamic acid in trauma patients 
in the emergency department: system
atic review and meta-analysis.",/pubmed/31347807
6192,X,X,,,"The Impact of Nocturia on Falls and
 Fractures: A Systematic Review and
 Meta-Analysis.",/pubmed/31347956
6130,X,,,,"A novel hybrid endoscopic approach 
for anterior cervical discectomy an
d fusion, and a meta-analysis of th
e literature.",/pubmed/31349080
6129,X,X,,,"The role of anticoagulation in veno
us thromboembolism primary prophyla
xis in patients with malignancy: A 
systematic review and meta-analysis
 of randomized controlled trials.",/pubmed/31349093
6125,X,X,,,"Decision Support Systems for Tuberc
ulosis: Protocol for a Scoping Revi
ew.",/pubmed/31349276
6052,X,,,,"Ultrasonography for neuraxial block
s: a review of the evidence.",/pubmed/27827521
6044,X,X,,,"Effect of anesthesia methods on pos
toperative major adverse cardiac ev
ents and mortality after non-cardia
c surgeries: a systematic review an
d meta-analysis.",/pubmed/28402094
6025,X,,,,"Percutaneous radiofrequency ablatio
n of painful spinal metastasis: a s
ystematic literature assessment of 
analgesia and safety.",/pubmed/29308694
6024,X,,,,"The Effect of Ketorolac on Thoracol
umbar Posterolateral Fusion: A Syst
ematic Review and Meta-Analysis.",/pubmed/29351095
6004,X,,,,"Measurement Techniques and Utility 
of Hounsfield Unit Values for Asses
sment of Bone Quality Prior to Spin
al Instrumentation: A Review of Cur
rent Literature.",/pubmed/30063528
5824,X,X,,,"Supplemental Oxygen and the Risk of
 Surgical Site Infection: Evidence 
of Compromised Data Requires Correc
tion of Previously Published Meta-a
nalysis.",/pubmed/31343461
5813,X,,,,"Minimally Invasive Posterior Cervic
al Foraminotomy as an Alternative t
o Anterior Cervical Discectomy and 
Fusion for Unilateral Cervical Radi
culopathy: A Systematic Review and 
Meta-Analysis.",/pubmed/31343619
5811,X,,,,"The Effectiveness of Lumbar Transfo
raminal Injection of Steroid for th
e Treatment of Radicular Pain: A Co
mprehensive Review of the Published
 Data.",/pubmed/31343693
5809,X,X,,,"Is Virtual Reality Effective in Ort
hopedic Rehabilitation? A Systemati
c Review and Meta-Analysis.",/pubmed/31343702
5793,X,X,,,"Bone age assessment with various ma
chine learning techniques: A system
atic literature review and meta-ana
lysis.",/pubmed/31344143
5765,X,X,,,"A systematic review of feeding prac
tices among postoperative patients:
 is practice in-line with evidenced
-based guidelines?",/pubmed/28589624
5762,X,X,,,"Reduction in Operating Room Plasma 
Waste After Evidence-Based Quality 
Improvement Initiative.",/pubmed/28786842
5738,X,,,,"Meta-analysis of percutaneous trans
foraminal endoscopic discectomy vs.
 fenestration discectomy in the tre
atment of lumbar disc herniation.",/pubmed/29404628
5688,X,X,,,"ISPAD Clinical Practice Consensus G
uidelines 2018: Management of child
ren and adolescents with diabetes r
equiring surgery.",/pubmed/30039617
5656,X,X,,,"Behaviour change techniques applied
 in interventions to enhance physic
al activity adherence in patients w
ith chronic musculoskeletal conditi
ons: A systematic review and meta-a
nalysis.",/pubmed/30279029
5593,X,,,,"Baduanjin exercise for low back pai
n: A systematic review and meta-ana
lysis.",/pubmed/30935517
5539,X,,,,"Rehabilitation interventions in ran
domized controlled trials for low b
ack pain: proof of statistical sign
ificance often is not relevant.",/pubmed/31331343
5537,X,,,,"Open versus minimally invasive TLIF
: literature review and meta-analys
is.",/pubmed/31331364
5535,X,,,,"Occipital nerve stimulation for non
-migrainous chronic headaches: a sy
stematic review protocol.",/pubmed/31331392
5508,X,X,,,"Meta-Analysis of Randomized Clinica
l Trials Comparing Active Treatment
 with Placebo in Metastatic Neuroen
docrine Tumors.",/pubmed/31332100
5487,X,X,,,"Association of Intraoperative Hypot
ension with Acute Kidney Injury, My
ocardial Injury and Mortality in No
ncardiac Surgery: A Meta-analysis.",/pubmed/31332896
5428,X,X,,,"An Evaluation of Publication Bias i
n High-Impact Orthopaedic Literatur
e.",/pubmed/31334464
5426,X,X,,,"What Systematic Reviews Exist for t
he Effectiveness of Orthopaedic Int
erventions.",/pubmed/31334473
5423,X,,,,"[Effectiveness of the virtual reali
ty in the rehabilitation of the upp
er limb in the spinal cord injury. 
A systematic review].",/pubmed/31334556
5422,X,X,,,"Work-break schedules for preventing
 musculoskeletal symptoms and disor
ders in healthy workers.",/pubmed/31334564
5419,X,X,,,"Effect of preoperative psychologica
l interventions on elective orthopa
edic surgery outcomes: a systematic
 review and meta-analysis.",/pubmed/31334592
5392,X,X,,,"Preemptive and Preventive Pain Psyc
hoeducation and Its Potential Appli
cation as a Multimodal Perioperativ
e Pain Control Option: A Systematic
 Review.",/pubmed/31335400
5372,X,,,,"Total disc replacement versus fusio
n for lumbar degenerative diseases 
- a meta-analysis of randomized con
trolled trials.",/pubmed/31335704
5369,X,,,,"Acupoint injection for nonspecific 
chronic low back pain: A protocol o
f systematic review.",/pubmed/31335709
5359,X,X,,,"Influence of prehospital physician 
presence on survival after severe t
rauma: Systematic review and meta-a
nalysis.",/pubmed/31335754
5358,X,,,,"Neurophysiological Effects of High 
Velocity and Low Amplitude Spinal M
anipulation in Symptomatic and Asym
ptomatic Humans: A Systematic Liter
ature Review.",/pubmed/31335790
5340,X,,,,"Deep sternal wound infections: Evid
ence for prevention, treatment, and
 reconstructive surgery.",/pubmed/31336416
5306,X,,,,"Effectiveness of Percutaneous Adhes
iolysis in Post Lumbar Surgery Synd
rome: A Systematic Analysis of Find
ings of Systematic Reviews.",/pubmed/31337160
5305,X,,,,"Percutaneous Endoscopic Debridement
 and Drainage for Spinal Infection:
 Systemic Review and Meta-Analysis.
",/pubmed/31337161
5302,X,X,,,"A Systematic Review of the Normal S
acroiliac Joint Anatomy and Adjacen
t Tissues for Pain Physicians.",/pubmed/31337164
5301,X,,,,"Efficacy and Safety of Surgical Int
erventions for Treating Multilevel 
Cervical Spondylotic Myelopathy via
 Anterior Approach: A Network Meta-
Analysis.",/pubmed/31337165
5266,X,X,,,"Tea consumption and risk of fractur
es: an updated meta-analysis.",/pubmed/31338520
5205,X,X,,,"Pathological fracture after radioth
erapy: systematic review of literat
ure.",/pubmed/31340323
5128,X,X,,,"The Influence of Preoperative Inter
ventions on Postoperative Surgical 
Wound Healing in Patients Without R
isk Factors: A Systematic Review.",/pubmed/29596560
5088,X,X,,,"Which Antimicrobial Agent is Likely
 to be the Best for Treating Clostr
idium difficile Infections? A Bayes
ian Network Meta-Analysis of Random
ized Clinical Trials.",/pubmed/30193396
5076,X,X,,,"Effects of vitamin D supplementatio
n on musculoskeletal health: a syst
ematic review, meta-analysis, and t
rial sequential analysis.",/pubmed/30293909
5039,X,X,,,"Manipulation-induced hypoalgesia in
 musculoskeletal pain populations: 
a systematic critical review and me
ta-analysis.",/pubmed/30719281
4973,X,,,,"Is blood transfusion associated wit
h an increased risk of infection am
ong spine surgery patients?: A meta
-analysis.",/pubmed/31305412
4961,X,X,,,"Low-dose ketamine in painful orthop
aedic surgery: a systematic review 
and meta-analysis.",/pubmed/31327465
4954,X,X,,,"A systematic review and meta-analys
is of endovascular versus open surg
ical repair for the traumatic ruptu
red thoracic aorta.",/pubmed/31327611
4941,X,,,,"Functional and Radiological Outcome
s of Combined Anterior-Posterior Ap
proach Versus Posterior Alone in Ma
nagement of Isthmic Spondylolisthes
is. A Systematic Review and Meta-An
alysis.",/pubmed/31328086
4936,X,,,,"A nonsurgical and nonpharmacologica
l care bundle for preventing upper 
urinary tract damage in patients wi
th spinal cord injury and neurogeni
c bladder.",/pubmed/31328348
4928,X,,,,"Unstable shoes for the treatment of
 lower back pain: a meta-analysis o
f randomized controlled trials.",/pubmed/31328545
4863,X,,,,"Spinal injury in alpine winter spor
ts: a review.",/pubmed/31324221
4844,X,X,,,"Long-term all-cause mortality in pe
ople treated for tuberculosis: a sy
stematic review and meta-analysis.",/pubmed/31324519
4838,X,X,,,"Poor prognosis of child and adolesc
ent musculoskeletal pain: a systema
tic literature review.",/pubmed/31324677
4837,X,X,,,"The efficacy of 3D printing-assiste
d surgery for traumatic fracture: a
 meta-analysis.",/pubmed/31324729
4818,X,,,,"Brace Treatment in AIS: Risk Factor
s for Failure - A Literature Review
.",/pubmed/31325626
4761,X,X,,,"The Effect of Perioperative Music o
n the Stress Response to Surgery: A
 Meta-analysis.",/pubmed/31326711
4700,X,X,,,"Use of multidomain management strat
egies by community dwelling adults 
with chronic pain: evidence from a 
systematic review.",/pubmed/30375350
4646,X,,,,"Surgical approaches and outcomes fo
r cervical myelopathy with increase
d signal intensity on T2-weighted M
RI: a meta-analysis.",/pubmed/31319870
4586,X,X,,,"Systematic review of economic evalu
ation studies of drug-based non-mal
ignant chronic pain treatment.",/pubmed/31322067
4559,X,X,,,"Instrument-Assisted Soft Tissue Mob
ilization: A Systematic Review and 
Effect-Size Analysis.",/pubmed/31322903
4538,X,,,,"The Use of Sacral Osteotomy in the 
Correction of Spinal Deformity | Te
chnical Report and Systematic Revie
w of the Literature.",/pubmed/31323414
4532,X,,,,"Asymptomatic spinal dural arteriove
nous fistula: case series and syste
matic review.",/pubmed/31323622
4404,X,X,,,"Prevalence, severity, and nature of
 preventable patient harm across me
dical care settings: systematic rev
iew and meta-analysis.",/pubmed/31315828
4381,X,X,,,"What Is the Appropriate Acupuncture
 Treatment Schedule for Chronic Pai
n? Review and Analysis of Randomize
d Controlled Trials.",/pubmed/31316572
4379,X,X,,,"Screening of the cervical spine in 
subacromial shoulder pain: A system
atic review.",/pubmed/31316592
4349,X,X,,,"Comparisons of hamstring flexibilit
y between individuals with and with
out low back pain: systematic revie
w with meta-analysis.",/pubmed/31317831
4344,X,X,,,"An Evaluation of the Effectiveness 
of the Modalities Used to Deliver E
lectronic Health Interventions for 
Chronic Pain: Systematic Review Wit
h Network Meta-Analysis.",/pubmed/31317869
4319,X,X,,,"Efficacy and Safety of Low-dose Cod
eine Containing Combination Analges
ics for Pain: Systematic Review and
 Meta-analysis.",/pubmed/31318725
4254,X,,,,"Effectiveness of mobilization with 
movement (Mulligan concept techniqu
es) on low back pain: a systematic 
review.",/pubmed/29843520
4237,X,,,,"Effectiveness of rehabilitation aft
er cervical disk surgery: a systema
tic review of controlled studies.",/pubmed/30458634
4161,X,,,,"Closing the Treatment Gap for Lumba
r Disc Herniation Patients with Lar
ge Annular Defects: A Systematic Re
view of Techniques and Outcomes in 
this High-risk Population.",/pubmed/31312540
4151,X,,,,"The bacteria-positive proportion in
 the disc tissue samples from surge
ry: a systematic review and meta-an
alysis.",/pubmed/31312913
4150,X,,,,"Systematic review of diagnostic acc
uracy of patient history, clinical 
findings, and physical tests in the
 diagnosis of lumbar spinal stenosi
s.",/pubmed/31312914
4125,X,,,,"Red Cell Distribution Width, Platel
et-to-Lymphocyte Ratio, and Mean Pl
atelet Volume in Ankylosing Spondyl
itis and Their Correlations with In
flammation: A Meta-analysis.",/pubmed/31313609
4118,X,X,,,"Myofascial pain syndrome and trigge
r points: evaluation and treatment 
in patients with musculoskeletal pa
in.",/pubmed/31313700
4098,X,X,,,"Effectiveness and safety of betrixa
ban extended prophylaxis for venous
 thromboembolism compared with stan
dard-duration prophylaxis intervent
ion in acute medically ill patients
: a systematic literature review an
d network meta-analysis.",/pubmed/31314619
4005,X,X,,,"Effect of physical interventions on
 physical performance and physical 
activity in older patients during h
ospitalization: a systematic review
.",/pubmed/30470205
4003,X,,,,Fetoscopic spina bifida repair.,/pubmed/30486637
4002,X,X,,,"Combining nerve and tendon transfer
s in tetraplegia: a proposal of a n
ew surgical strategy based on liter
ature review.",/pubmed/30542955
